id,name,dance_type_id,dance_class,predefined,alternative_timing,starting_foot_leader,ending_foot_leader,starting_foot_follower,ending_foot_follower,starting_position,ending_position,preceding_figure_names,following_figure_names
8d3bfc10-56da-42aa-8ea3-003add632c01,Natural Turn,e5893ef5-b115-4685-bf38-04ead55743a3,H,true,,,,,,,,"Back Lock, Basic Weave, Chasse From Promenade Position, Closed Change LF, Closed Telemark, Cross Hesitation, Drag Hesitation, Natural Turn, Outside Change, Outside Spin, Progressive Chasse To R, Reverse Corte, Turning Lock, Weave From Promenade Position","Closed Change RF, Natural Spin Turn (at corner), Natural Turn (at corner; or Natural Turn can be followed by 1-3 of Natural Turn to end backing center, then followed by Outside Change turning 1/8 to L), Hesitation Change (at corner), Closed Impetus (after 1-3), Open Impetus (after 1-3), Outside Change (after 1-3, ending BDC, either underturned, or commenced LOD), Fallaway Whisk (after 1-3 Natural Turn), Back Whisk (after 1-3 Natural Turn)"
183575c7-3edb-438b-b33d-23d0004e5791,Four Step Change,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,LF,RF,RF,LF,,,"Back Corte, Back Open Promenade, Basic Reverse Turn, Brush Tap, Closed Promenade, Fallaway Reverse and Slip Pivot, Open Finish, Open Promenade, Open Reverse Turn, Lady In Line, Open Reverse Turn, Lady Outside, Outside Swivel, Progressive Side Step Reverse Turn, Promenade Link, Reverse Outside Swivel, Rock Turn","Walk (LF), Open Reverse Turn, Lady Outside, Open Reverse Turn, Lady In Line, Progressive Side Step Reverse Turn, Basic Reverse Turn, Fallaway Reverse and Slip Pivot, Four Step, Reverse Outside Swivel, Progressive Link (At corner), Oversway, Five Step"
0840bd51-b94f-4bf1-804f-9f5b6d666e4d,Promenade Link,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,LF,LF,RF,RF,,,"Basic Reverse Turn, Chase, Contra Check, Fallaway Four Step, Fallaway Promenade, Five Step, Four Step, Natural Promenade Turn, Natural Twist Turn, Open Finish, Open Promenade, Open Reverse Turn, Lady In Line, Open Reverse Turn, Lady Outside, Oversway, Progressive Link, Progressive Side Step Reverse Turn","Walk (LF), Progressive Side Step, Progressive Link, Back Corte, LF Rock, Open Reverse Turn, Lady Outside (when preceding figure ended DC), Open Reverse Turn, Lady In Line (when preceding figure ended DC), Progressive Side Step Reverse Turn (when preceding figure ended DC), Reverse Outside Swivel (when preceding figure ended DC), Basic Reverse Turn (when preceding figure ended DC), Fallaway Reverse and Slip Pivot (when preceding figure ended DC; or normal), Four Step, Outside Swivel, Four Step Change, Brush Tap, Fallaway Four Step, Oversway, Five Step, Contra Check"
e84ad3dc-7cfc-4267-afb1-827b870d4e94,Open Telemark and Wing,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,"Back Whisk, Basic Weave, Contra Check, Fallaway Whisk, Open Impetus, Open Telemark, Outside Change, Turning Lock, Turning Lock to R, Weave From Promenade Position, Whisk","Closed Telemark (taking step 1 in CBMP OP on L side), Open Telemark (taking step 1 in CBMP OP on L side), Double Reverse Spin (taking step 1 in CBMP OP on L side), Progressive Chasse To R (taking step 1 in CBMP OP on L side), Reverse Turn (taking step 1 in CBMP OP on L side), Drag Hesitation, Fallaway Reverse And Slip Pivot, Whisk (at corner)"
a06da90d-11a8-442e-b17d-9cc88d6c6016,Outside Change,e5893ef5-b115-4685-bf38-04ead55743a3,H,true,,,,,,,,"Cross Hesitation, Hover Corte, Left Whisk, Natural Turn, Progressive Chasse To R, Reverse Corte","Natural Spin Turn (when ending OP), Natural Turn (when ending OP), Hesitation Change (when ending OP), Wing (when ended in PP), Weave From Promenade Position (when ended in PP), Closed Wing (when ending OP; or when ending PP, Foot position of step 3 of Outside Change will be the same as step 3 Open Telemark), Chasse From Promenade Position (when ending in PP), Left Whisk (when ending in PP), Cross Hesitation (when ending in PP)"
bfd87abd-8cef-47db-a62e-91812b3a5e5e,Natural Promenade Turn,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,LF,LF,RF,LF,,,"Basic Reverse Turn, Chase, Contra Check, Fallaway Four Step, Fallaway Promenade, Five Step, Four Step, Natural Promenade Turn, Natural Twist Turn, Open Finish, Open Promenade, Open Reverse Turn, Lady In Line, Open Reverse Turn, Lady Outside, Oversway, Progressive Link, Progressive Side Step Reverse Turn","Closed Promenade, Open Promenade, Natural Promenade Turn, Promenade Link, Back Open Promenade, Fallaway Promenade, Rock Turn (2-7)"
eabda2e4-4182-4e0f-a36c-4d2cef930f27,Natural Twist Turn,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,LF,RF,RF,LF,,,"Fallaway Promenade, Progressive Link","Closed Promenade, Open Promenade, Natural Promenade Turn, Promenade Link, Back Open Promenade, Fallaway Promenade, Back Corte, LF Rock"
8a19af94-c5c3-41f1-be52-b2b5967b1cb4,Outside Spin,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,"Back Lock, Cross Hesitation, Drag Hesitation, Hover Corte, Left Whisk, Progressive Chasse To R, Reverse Corte","Closed Change RF, Natural Spin Turn (when ending DW), Natural Turn (when ending DW), Reverse Turn (4-6), Reverse Corte, Reverse Pivot, Turning Lock (standard Turning Lock or Turning Lock to R after overturned Natural Spin Turn; or Turning Lock to R, when ending BLOD), Basic Weave (approaching a corner), Left Whisk (RF back into Left Whisk), Turning Lock to R (if ending Man backing LOD), Hover Corte"
e820e8fa-fad0-46b1-a909-371cf7472d4c,Contra Check,f9651c07-7068-4fbb-a96a-aa9101399816,F,true,,,,,,,,"Reverse Fleckerl, Reverse Turn","Natural Fleckerl, Natural Turn"
ddae8d21-cb85-4fea-b8bd-7ba69ae8e2f0,Natural Turn,f9651c07-7068-4fbb-a96a-aa9101399816,H,true,,,,,,,,"Contra Check, LF Forward Change (Reverse To Natural), Natural Fleckerl, Natural Turn, RF Backward Change (Reverse To Natural)","RF Forward Change (Natural to Reverse), Natural Turn, Natural Fleckerl, LF Backward Change (Natural to Reverse) (after 1-3 Natural Turn, do Backward Change Step, then 4-6 of Reverse Turn)"
5d8017bd-3466-46e4-94aa-ba2da0da2668,Natural Fleckerl,f9651c07-7068-4fbb-a96a-aa9101399816,F,true,,,,,,,,"Contra Check, Natural Fleckerl, Natural Turn","Natural Fleckerl (normal; or 1-3 Natural Fleckerl, 4-6 Natural Turn), Natural Turn"
adbc07a2-7f2c-494b-9310-2c4c0abeca40,Reverse Turn,f9651c07-7068-4fbb-a96a-aa9101399816,H,true,,,,,,,,"LF Backward Change (Natural to Reverse), RF Forward Change (Natural to Reverse), Reverse Fleckerl, Reverse Turn","LF Forward Change (Reverse To Natural), Reverse Turn, Reverse Fleckerl, Contra Check, RF Backward Change (Reverse To Natural) (after 1-3 Reverse Turn, do Backward Change, then 4-6 of Natural Turn)"
2cebf941-8a09-4295-b463-df90086962ef,Natural Pivot Turn,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,RF,LF,LF,RF,,,"Closed Telemark, Cross Chasse, Fish Tail, Forward Lock, Four Quick Run, Heel Pivot (Quarter Turn To Left), Natural Pivot Turn, Natural Turn, Progressive Chasse, Running Finish, Running Right Turn, Tipple Chasse To Right, V6, Zig-Zag, Back Lock And Running Finish","Natural Turn And Back Lock, Natural Pivot Turn, Natural Spin Turn, Natural Turn With Hesitation, Natural Turn, Rumba Cross"
654f0d50-8576-44d1-b5d9-c703d7098254,Natural Spin Turn,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,RF,LF,LF,RF,,,"Closed Telemark, Cross Chasse, Fish Tail, Forward Lock, Four Quick Run, Heel Pivot (Quarter Turn To Left), Natural Pivot Turn, Natural Turn, Progressive Chasse, Running Finish, Running Right Turn, Tipple Chasse To Right, V6, Zig-Zag, Back Lock And Running Finish","Progressive Chasse, Reverse Pivot, Heel Pivot (Quarter Turn To Left), Four Quick Run, V6 (2-12, heel should lower on previous step), Six Quick Run (heel should lower on previous step), Hover Corte"
019d16e3-f1fd-4f01-b65d-fce558f58a0c,Natural Turn with Hesitation,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,RF,LF,LF,LF,,,"Closed Telemark, Cross Chasse, Fish Tail, Forward Lock, Four Quick Run, Heel Pivot (Quarter Turn To Left), Natural Pivot Turn, Natural Turn, Progressive Chasse, Running Finish, Running Right Turn, Tipple Chasse To Right, V6, Zig-Zag, Back Lock And Running Finish","Chasse Reverse Turn, Progressive Chasse To Right, Double Reverse Spin"
ed50fc0e-2333-43b6-b7c0-f1e2c50e5da4,Progressive Chasse,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,RF,LF,LF,RF,,,"Chasse Reverse Turn, Closed Impetus, Natural Spin Turn, Quarter Turn to Right, Quick Open Reverse","Running Right Turn, Natural Turn And Back Lock, Natural Pivot Turn, Natural Spin Turn, Natural Turn With Hesitation, Natural Turn, Quarter Turn to Right, Forward Lock, Quick Open Reverse, Fish Tail, Four Quick Run (at corner, LF back with Lady OP, TH, S into Four Quick Run), V6 (2-12, at corner, LF back with Lady OP, TH, S into 2-12 V6), Tipsy To L (then into 2-12 V6 DC or 2-5 Back Lock down LOD.), Six Quick Run (at corner, LF back with Lady OP, TH, S into Six Quick Run)"
cd65995c-5ea9-4391-8e1a-e57e18cd92ac,Change of Direction,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,LF,LF,RF,RF,,,"Double Reverse Spin, Heel Pivot (Quarter Turn To Left), Reverse Pivot","Chasse Reverse Turn, Progressive Chasse To Right (step 4 of Change of Direction would not be taken in CBMP when followed by Progressive Chasse To Right), Cross Chasse (at corner)"
0efaa4f0-80ed-41ce-8daa-8caad33408f6,Chasse Reverse Turn,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,LF,LF,RF,RF,,,"Change of Direction, Double Reverse Spin, Heel Pivot (Quarter Turn To Left), Natural Turn With Hesitation, Reverse Pivot","Progressive Chasse, Reverse Pivot, Heel Pivot (Quarter Turn To Left), Four Quick Run, Hover Corte"
fe60be4a-adca-4364-ad19-8933ce5684d6,Quick Open Reverse,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,LF,RF,RF,LF,,,"Double Reverse Spin, Forward Lock, Heel Pivot (Quarter Turn To Left), Progressive Chasse, Reverse Pivot, Running Finish, Running Right Turn, Tipple Chasse To Right, V6, Zig-Zag, Back Lock And Running Finish","Progressive Chasse, Reverse Pivot (after step 3), Four Quick Run, Heel Pivot (Quarter Turn To Left) (after 1-3 of Quick Open Reverse), Hover Corte"
efd986f1-9647-4dd1-843d-4e0b9ee7c6cb,Closed Impetus,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,LF,RF,RF,LF,,,"Back Lock, Natural Turn, Natural Turn And Back Lock, Progressive Chasse To Right","Reverse Pivot (after step 3), Progressive Chasse (at corner), Heel Pivot (Quarter Turn To Left), Four Quick Run, V6 (2-12, at corner after step 3, lower L heel on previous step), Six Quick Run (after step 3, lower L heel on previous step), Hover Corte"
a29ea33c-57d8-4ad9-ab96-e09aec4e544f,Closed Telemark,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,LF,RF,RF,LF,,,"Double Reverse Spin, Heel Pivot (Quarter Turn To Left), Reverse Pivot","Running Right Turn, Natural Turn And Back Lock, Natural Pivot Turn, Natural Spin Turn, Natural Turn With Hesitation, Natural Turn, Quarter Turn to Right, Forward Lock, Fish Tail, Four Quick Run (at corner, LF back with Lady OP, TH, S, into Four Quick Run), Six Quick Run (at corner, LF back with Lady OP, TH, S, into Six Quick Run)"
ab316082-e7e5-41ec-9852-d296bca702f2,Running Finish,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,"SQQ, QQS",LF,RF,RF,LF,,,"Back Lock, Cross Swivel, Hover Corte, Natural Turn And Back Lock, Progressive Chasse To Right","Forward Lock, Natural Turn And Back Lock, Natural Pivot Turn, Natural Spin Turn, Natural Turn With Hesitation, Natural Turn, Quick Open Reverse, Fish Tail, Four Quick Run (at corner, LF back with Lady OP, TH, S into Four Quick Run; or at corner, LF back with lady OP, TH, S into Four Quick Runs), V6 (2-12, at corner, LF back with Lady OP, TH, S into 2-12 V6; or 2-12, at corner, LF back with lady OP, TH, S into Four Quick Runs), Tipsy To L (then into 2-12 V6 DC or 2-5 Back Lock down LOD.; or then into 2-12 V6 DC or 2-5 Back Lock down LOD.), Six Quick Run (at corner, LF back with Lady OP, TH, S into Six Quick Run; or at corner, LF back with Lady OP, TH, S into Six Quick Run.)"
ab2bfe33-fca2-4086-b377-c57fbeff3abf,Cross Swivel,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,LF,RF,RF,LF,,,"Double Reverse Spin, Heel Pivot (Quarter Turn To Left), Reverse Pivot","Tipple Chasse To Right, Running Finish, Fish Tail, Tipsy To R (After LF back with Lady OP, TH, S, into Tipsy to R)"
e61ea0d4-0651-49b7-abca-a89ee7f27ced,Cross Chasse,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,RF,RF,LF,LF,,,"Change of Direction, Double Reverse Spin, Heel Pivot (Quarter Turn To Left), Natural Turn, Reverse Pivot","Natural Turn And Back Lock, Natural Pivot Turn, Natural Spin Turn, Natural Turn With Hesitation, Natural Turn, Forward Lock, Fish Tail"
359907aa-4601-4b58-b304-169ffc9c5bdf,Running Right Turn,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,RF,RF,LF,LF,,,"Closed Telemark, Fish Tail, Four Quick Run, Progressive Chasse, Rumba Cross, Running Right Turn, V6","Running Right Turn, Fish Tail (normal; or when ended DC), Natural Turn And Back Lock, Natural Pivot Turn, Natural Spin Turn, Natural Turn With Hesitation, Natural Turn, Quarter Turn to Right, Forward Lock, Quick Open Reverse (when ended DC), Tipsy To L (Tipsy to L into 2-12 V6 DC or 2-5 Back Lock down LOD)"
e7f456d3-8aef-40e9-a17c-e12ee539ed26,Quarter Turn to Right,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,RF,LF,LF,RF,,,"Closed Telemark, Fish Tail, Four Quick Run, Progressive Chasse, Running Right Turn, V6","Progressive Chasse, Reverse Pivot, Heel Pivot (Quarter Turn To Left), Four Quick Run, V6 (2-12, L heel should still lower on preceeding step), Six Quick Run (L heel should still lower on preceeding step), Hover Corte"
68671bb0-2a86-4e27-904b-13764dbdf021,Double Reverse Spin,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,LF,LF,RF,LF,,,"Double Reverse Spin, Heel Pivot (Quarter Turn To Left), Natural Turn With Hesitation, Reverse Pivot","Chasse Reverse Turn, Progressive Chasse To Right, Double Reverse Spin, Cross Chasse, Zig-Zag, Back Lock And Running Finish, Quick Open Reverse, Closed Telemark, Cross Swivel, Tipsy To R (LF fwd, H, S into Tipsy to R), Change of Direction"
5467d6a1-ff8f-4930-895b-b3b109972394,Running Spin Turn,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,LF,LF,RF,RF,,,"",""
52b0be62-8bc6-40e0-8a89-8d77c9f6ca38,Fish–Tail,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,RF,RF,LF,LF,,,"Closed Telemark, Cross Chasse, Cross Swivel, Forward Lock, Four Quick Run, Progressive Chasse, Running Finish, Running Right Turn, Six Quick Run, Tipple Chasse To Right, V6","Running Right Turn, Natural Turn And Back Lock, Natural Pivot Turn, Natural Spin Turn, Natural Turn With Hesitation, Natural Turn, Quarter Turn to Right, Forward Lock, Four Quick Run (at corner, LF back with Lady OP, TH, S, into Four Quick Run), V6 (at corner, LF back with Lady OP, TH, S, into 2-12 V6), Tipsy To L (into 2-12 V6; or into 2-5 Back Lock down LOD), Six Quick Run (LF back with Lady OP, TH, S, into Six Quick Run)"
27ea6f5c-ecfa-4a33-9210-cb8fa74463a4,Six Quick Run,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,RF,RF,LF,LF,,,"Closed Impetus, Closed Telemark, Fish Tail, Forward Lock, Four Quick Run, Hover Corte, Natural Spin Turn, Progressive Chasse, Progressive Chasse To Right, Quarter Turn to Right, Running Finish, Tipple Chasse To Right, V6","Natural Turn (start OP), Fish Tail, Tipsy To L (into 2-12 V6 DC or 2-5 Back Lock down LOD.), Four Quick Run (At corner, LF back with Lady OP, TH, S, into Four Quick Run or 2-12 of V6)"
7dca2c27-8ab2-478c-a18b-db3a50153143,Reverse Pivot,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,"S, Q, &",,,,,,,"Chasse Reverse Turn, Closed Impetus, Natural Spin Turn, Quarter Turn to Right, Quick Open Reverse","Chasse Reverse Turn, Progressive Chasse To Right, Double Reverse Spin, Cross Chasse, Zig-Zag, Back Lock And Running Finish, Quick Open Reverse, Closed Telemark, Cross Swivel, Tipsy To R (after a step fwd on LF), Change of Direction"
8705778a-4263-4208-a38f-65ff2f59a077,Four Quick Run,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,RF,RF,LF,LF,,,"Chasse Reverse Turn, Closed Impetus, Closed Telemark, Fish Tail, Forward Lock, Hover Corte, Natural Spin Turn, Progressive Chasse, Progressive Chasse To Right, Quarter Turn to Right, Quick Open Reverse, Running Finish, Six Quick Run, Tipple Chasse To Right, V6","Running Right Turn, Natural Turn And Back Lock, Natural Pivot Turn, Natural Spin Turn, Natural Turn With Hesitation, Natural Turn, Quarter Turn to Right, Forward Lock, V6 (at corner, LF back with Lady OP, TH, S, into 2-12 V6), Fish Tail, Tipsy To L (into 2-12 V6; or into 2-5 Back Lock down LOD), Six Quick Run (LF back with Lady OP, TH, S, into Six Quick Run)"
96cddbdb-78b3-4ccf-b42e-9e34426f39e7,Natural Opening Out Movement (Opening Out to Right),69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,LF,LF,RF,LF,,,"Alemana, Natural Top, Rope Spinning","Open Basic Movement (6-10), Closed Basic Movement (6-10), Underarm Turn To R, Fan (6-10), Reverse Top (Man turns 1/8 L over 3-5 to Contact Position, placing LF in front RF as Cuban Cross to chasse LRL, Lady turns an additional 1/8 over 3-5 to end with RF back and slightly side, Man's first step of Natural Opening Out Movement is side)"
451e1898-e21f-4d97-8ddf-8dab571510a9,New York (To LSP or RSP) Check from OCPP or OPP,69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,LF,RF,RF,LF,,,"Advanced Hip Twist, Aida, Alemana, Basic Movement In Place, Closed Basic Movement, Closed Hip Twist, Cross Basic, Cuban Break RF, Curl, Hand To Hand LSP, Hip Twist Spiral, Hockey Stick, New York RSP, Open Hip Twist, Rope Spinning, Shoulder To Shoulder Right Side, Side Step To Right commenced with RF, Spiral, Split Cuban Break RF, Spot or Switch Turn To L (Lady to R), Three Cha Cha Chas Forward, Time Step RF, Underarm Turn To R","New York RSP (when ending in Open PP), Spot or Switch Turn To L (Lady to R) (when ending in Open PP), Cuban Break RF (when ending in Open PP; or when ending facing partner), Split Cuban Break RF (when ending in Open PP; or when ending facing partner), Closed Basic Movement (6-10 Closed Basic when New York ends facing partner), Open Basic Movement (6-10 Open Basic when New York ends facing partner), Underarm Turn To R (when ending facing partner), Hand To Hand LSP (when ending facing partner), Side Step To Left commenced with RF (when ending facing partner), Side Step To Right commenced with RF (when ending facing partner), Time Step RF (when ending facing partner), Fan (6-10 Fan, when ending facing partner), Closed Hip Twist (6-10 Closed Hip Twist, when ending facing partner), Three Cha Cha Chas Forward (4-9 Three Cha Cha Chas Fwd after turning 1/8 more between step 5 of New York and step 1 of next figure to end in RSP)"
82771f2c-d7f1-47a2-bba7-da518fb32ea7,Advanced Hip Twist,69d18fcf-92da-4748-b4b2-e532d8e8d89d,F,true,,LF,RF,RF,RF,,,"Alemana, Follow My Leader, Natural Top, Rope Spinning","Alemana, Hockey Stick, Open Basic Movement (Open Basic; Or, 1,2 of Open Basic to Three Cha Cha Chas Back; Or 1-5 of Open Basic to Natural Top), Time Step LF, Open Hip Twist, Curl, Cuban Break LF, Split Cuban Break LF, Chase, Turkish Towel, Sweetheart, Follow My Leader, New York LSP, Spot or Switch Turn To R (Lady to L), Underarm Turn to L, Three Cha Cha Chas Forward (LSP), Reverse Top (6-10 or 6-15 Reverse Top)"
26055cf4-59b5-43b9-aa54-adac634811f6,Closed Hip Twist (Basic),69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,LF,RF,RF,LF,,,"",""
fbc8aaca-90fb-406e-9789-b50a1ec90e17,Natural Top Development (Underarm Turn),69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,LF,RF,LF,LF,,,"Basic Movement In Place, Closed Basic Movement, Open Basic Movement, Three Cha Cha Chas Back, Underarm Turn to L","Open Basic Movement, Closed Basic Movement, Fan, Natural Opening Out Movement (on last step of Natural Top, Man leads Lady towawrds his R side), Closed Hip Twist (on last step of Natural Top, Man leads Lady towawrds his R side), Spiral (on last step of Natural Top, Man leads Lady towawrds his R side), Rope Spinning (on last step of Natural Top, Man leads Lady towawrds his R side), Advanced Hip Twist (Man RF fwd in line with LF on step 13 into fwd Lock RLR, Lady fwd Lock toward his R side, then continuing to turn up to 1/4 R to follow with Advanced Hip Twist; or Man RF fwd in line with LF on 15, lady LF fwd towards his R side), Hip Twist Spiral (Man RF fwd in line with LF on step 13 into fwd Lock RLR, Lady fwd Lock toward his R side, then continuing to turn up to 1/4 R to follow with Hip Twist Sprial; or Man RF fwd in line with LF on 15, lady LF fwd towards his R side), Hockey Stick (6-10 Hockey Stick after step 10 of Natural Top)"
852b08d7-7c77-4b9e-af8a-51b43e5dd24d,Opening Out from Reverse Top,69d18fcf-92da-4748-b4b2-e532d8e8d89d,F,true,,RF,RF,LF,LF,,,Reverse Top,"Alemana, Hockey Stick"
8bd5eb1b-e934-4f7a-931f-7d9e37b883c5,Open Hip Twist,69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,LF,RF,RF,RF,,,"Advanced Hip Twist, Aida, Chase, Closed Hip Twist, Cuban Break RF, Curl, Follow My Leader, Hockey Stick, Open Basic Movement, Open Hip Twist, Spiral, Split Cuban Break LF, Spot or Switch Turn To L (Lady to R), Three Cha Cha Chas Forward, Time Step RF, Turkish Towel","Alemana (From Fan Position, or Open Position), Hockey Stick, Hip Twist Spiral (7-10 Hip Twist Spiral), Open Basic Movement (Basic, or 1-2 Open Basic into Three Cha Cha Chas Back, or 1-5 Open Basic into Natural Top), Time Step LF, Open Hip Twist (when finish in Open Position), Curl (when finish in Open Position), Cuban Break LF (when finish in Open Position; or when finish in Open CPP), Split Cuban Break LF (when finish in Open Position; or when finish in Open CPP), Chase (when finish in Open Position), Turkish Towel (when finish in Open Position), Sweetheart (when finish in Open Position), Follow My Leader (when finish in Open Position), New York LSP (when finish in Open CPP), Spot or Switch Turn To R (Lady to L) (when finish in Open CPP), Underarm Turn to L (when finish in Open CPP), Three Cha Cha Chas Forward (when finish in Open CPP, 4-9 Three Cha Chas), Reverse Top (when finish in Contact Position, 6-10 or 6-15 Reverse Top)"
4cf56ad3-3e3c-4bad-98b9-6f87f5bd1000,Travelling Bota Fogos Forward,e182e966-64b2-4aaa-9909-da1aceaed6ba,H,true,,RF,RF,LF,LF,,,"Maypole, Natural Basic Movement, Reverse Basic Movement, Reverse Roll, Reverse Turn, Shadow Circular Volta with LF, Shadow Circular Volta with RF, Shadow Traveling Volta commenced with LF, Shadow Traveling Volta commenced with RF, Side Basic Movement","Shadow Circular Volta with LF, Shadow Circular Volta with RF, Natural Basic Movement (commenced OP - turn 1/8 R over 2 and 3 to face partner), Contra Bota Fogos (when same foot Bota Fogos ending in Contra Position), Round About (when same foot Bota Fogos ending in Contra Position), Shadow Traveling Volta commenced with RF (when LF Traveling Bota Fogos Fwd is dance with same foot), Shadow Traveling Volta commenced with LF (when RF Traveling Bota Fogos Fwd is dance with same foot)"
d438d4bc-d7b3-49f0-b28c-75999ccb326b,Shoulder to Shoulder (Left Side and Right Side) Development,69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,LF,RF,RF,LF,,,"",""
cf422bcf-e0f9-46d6-a4d6-5144940aff97,Whisk to Right and Left Underarm Turn (Volta Spot Turn to R and L for Lady),e182e966-64b2-4aaa-9909-da1aceaed6ba,H,true,,LF,LF,RF,RF,,,"Argentine Crosses, Corta Jaca, Criss Cross Voltas, Maypole, Natural Basic Movement, Promenade And Counter Promenade Runs, Reverse Basic Movement, Reverse Roll, Reverse Turn, Rolling Off The Arm, Samba Walk in PP: RF, Samba Walk: Stationary, Side Basic Movement, Solo Spot Volta to Right (Lady to Left), Traveling Volta to Left, Whisk To Right, Argentine Crosses, Foot Change 2: Right Shadow Position To Closed Position, Maypole, Natural Basic Movement, Natural Roll, Reverse Basic Movement, Samba Walk: Stationary, Side Basic Movement, Solo Spot Volta to Left (Lady to Right), Traveling Volta to Right, Whisk To Left","Reverse Basic Movement, Natural Basic Movement, Whisk To Right, Traveling Volta to Left, Solo Spot Volta to Right (Lady to Left), Corta Jaca, Argentine Crosses (commenced with RF), Natural Roll, Promenade And Counter Promenade Runs, Traveling Volta to Right, Natural Basic Movement, Reverse Basic Movement, Whisk To Left, Samba Walk in PP: LF (in CPP, having turned to PP over 1-3 of Whisk), Bota Fogos To Promenade and Counter Promenade, Solo Spot Volta to Left (Lady to Right), Argentine Crosses"
903bc7ca-d09e-42b5-a2c9-7e11c5de1f7e,Reverse Top,69d18fcf-92da-4748-b4b2-e532d8e8d89d,F,true,,RF,RF,LF,RF,,,"Advanced Hip Twist, Basic Movement In Place, Closed Basic Movement, Closed Hip Twist, Curl, Natural Opening Out Movement, Open Hip Twist, Spiral","There And Back, Closed Basic Movement, Open Basic Movement, Fan, Opening Out From Reverse Top, Aida, Spiral (after leading Lady into her spiral on step 10 of Reverse Top, follow with 6-10 of Spiral)"
78dd0a8a-6944-47ee-a4e3-15ebd6b3d06c,Side Steps (To Left or Right),69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,LF,LF,RF,LF,,,"",""
e958e33c-775d-4f0b-8037-f099d4c22448,Sweetheart,69d18fcf-92da-4748-b4b2-e532d8e8d89d,F,true,,LF,RF,RF,LF,,,"Advanced Hip Twist, Aida, Chase, Closed Hip Twist, Cuban Break RF, Curl, Follow My Leader, Hockey Stick, Open Basic Movement, Open Hip Twist, Spiral, Split Cuban Break LF, Spot or Switch Turn To L (Lady to R), Three Cha Cha Chas Forward, Time Step RF, Turkish Towel","Alemana, Hockey Stick"
3c35bab0-02ae-4815-8ffa-ef5912e5c56d,"Time Steps (Basic in Place, Side Basic)",69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,,,,,,,"",""
429f1764-f421-43d4-a7e7-1be7946634fd,There and Back,69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,LF,RF,RF,LF,Closed Position,,"Aida, Alemana, Basic Movement In Place, Closed Basic Movement, Cross Basic, Cuban Break RF, Hand To Hand LSP, New York RSP, Reverse Top, Rope Spinning, Shoulder To Shoulder Right Side, Side Step To Left commenced with RF, Split Cuban Break LF, Spot or Switch Turn To L (Lady to R), There And Back, Three Cha Cha Chas Forward, Time Step RF, Underarm Turn To R","Closed Basic Movement, Open Basic Movement, Spot or Switch Turn To R (Lady to L), Underarm Turn to L, Side Step To Left commenced with LF, Side Step To Right commenced with LF, Hand To Hand RSP, There And Back, Time Step LF, Fan, Cuban Break RF, Split Cuban Break RF"
