id,name,dance_type_id,dance_class,predefined,alternative_timing,starting_foot_leader,ending_foot_leader,starting_foot_follower,ending_foot_follower,starting_position,ending_position,preceding_figure_names,following_figure_names
d74be591-10a5-4706-97e3-50f7d7fa1acc,Maypole (Continuous Volta Spot Turn to R and L),e182e966-64b2-4aaa-9909-da1aceaed6ba,F,true,,,,,,,,"Criss Cross Bota Fogos (Shadow Bota Fogos), Criss Cross Voltas, Maypole, Natural Basic Movement, Reverse Basic Movement, Samba Locks, Samba Walk: Side, Samba Walk: Stationary, Side Basic Movement","Reverse Turn (Man turning R in Maypole), Whisk To Left (Man turning R in Maypole), Cruzados Walks and Locks (when Man is turning left in Maypole; or when Man is turning right in Maypole), Samba Locks (when Man is turning left in Maypole; or when Man is turning right in Maypole), Promenade And Counter Promenade Runs (when Man is turning left in Maypole; or when Man is turning right in Maypole), Natural Roll (when Man is turning left in Maypole; or when Man is turning right in Maypole), Round About (when Man is turning left in Maypole; or when Man is turning right in Maypole), Contra Bota Fogos (when Man is turning left in Maypole; or when Man is turning right in Maypole), Shadow Circular Volta with RF (when Man is turning left in Maypole; or when Man is turning right in Maypole), Maypole (when Man is turning left in Maypole; or when Man is turning right in Maypole), Plait (when Man is turning left in Maypole; or when Man is turning right in Maypole), Back Rocks (when Man is turning left in Maypole; or when Man is turning right in Maypole), Open Rocks (when Man is turning left in Maypole; or when Man is turning right in Maypole), Closed Rocks (when Man is turning left in Maypole; or when Man is turning right in Maypole), Corta Jaca (when Man is turning left in Maypole; or when Man is turning right in Maypole), Shadow Traveling Volta commenced with RF (when Man is turning left in Maypole; or when Man is turning right in Maypole), Solo Spot Volta to Right (Lady to Left) (when Man is turning left in Maypole; or when Man is turning right in Maypole), Criss Cross Voltas (when Man is turning left in Maypole; or when Man is turning right in Maypole), Traveling Bota Fogos Back (when Man is turning left in Maypole; or when Man is turning right in Maypole), Traveling Bota Fogos Forward (when Man is turning left in Maypole; or when Man is turning right in Maypole), Traveling Volta to Left (when Man is turning left in Maypole; or when Man is turning right in Maypole), Rhythm Bounce (when Man is turning left in Maypole; or when Man is turning right in Maypole), Samba Walk: Stationary (when Man is turning left in Maypole; or when Man is turning right in Maypole), Samba Walk: Side (when Man is turning left in Maypole; or when Man is turning right in Maypole), Samba Walk in PP: RF (when Man is turning left in Maypole; or when Man is turning right in Maypole), Whisk To Right (when Man is turning left in Maypole; or when Man is turning right in Maypole), Natural Basic Movement (when Man is turning left in Maypole; or when Man is turning right in Maypole), Side Basic Movement (when Man is turning left in Maypole; or when Man is turning right in Maypole), Progressive Basic Movement (when Man is turning left in Maypole; or when Man is turning right in Maypole)"
b5e83d8c-71f3-4eb0-a06b-eb1483b3f2dd,Open Rocks (to R and L),e182e966-64b2-4aaa-9909-da1aceaed6ba,F,true,,RF,LF,LF,RF,,,"Argentine Crosses, Closed Rocks, Maypole, Natural Basic Movement, Natural Roll, Reverse Basic Movement, Side Basic Movement","Argentine Crosses, Closed Rocks, Maypole, Natural Basic Movement, Natural Roll, Reverse Basic Movement, Side Basic Movement, Reverse Turn (Man 1/8 to L, Lady 1/4, regain normal hold), Reverse Roll, Three Step Turn, Man changes his hand shape (his LH horizontal to ground) to indicate changing to next figure and not continuing with the rocks., Natural Roll (after steps 1-6 of Open Rocks, Man 1/8 R, Lady 1/4.), Promenade And Counter Promenade Runs (starting with 7-9, continuing with 4-9.)"
142b8aa4-7879-4edf-a699-c3e9ff1cc6f0,Rhythm Bounce (on LF and RF),e182e966-64b2-4aaa-9909-da1aceaed6ba,H,true,,,,,,,,"Maypole, Natural Basic Movement, Promenade And Counter Promenade Runs, Reverse Basic Movement, Side Basic Movement","Traveling Volta to Left (Rhythm Bounce on LF followed by Traveling Volta to Left), Traveling Volta to Right (Rhythm Bounce on RF followed by Traveling Volta to Right)"
4e4fdcfc-c900-4b65-a4d5-12f1e3ccebc8,LF Closed Change,e5893ef5-b115-4685-bf38-04ead55743a3,H,true,,,,,,,,,
2057921c-c1a0-4773-b640-49d2dba7d4aa,Rolling of the Arm,e182e966-64b2-4aaa-9909-da1aceaed6ba,F,true,,LF,LF,RF,LF,,,"Criss Cross Bota Fogos (Shadow Bota Fogos), Criss Cross Voltas, Natural Basic Movement, Reverse Basic Movement, Side Basic Movement","Samba Walk in PP: LF, Whisk To Left (when finished with Closed Position), Reverse Turn (when finished with Closed Position), Foot Change 8: Right Side Position to Right Shadow Position"
9a260b88-c148-471b-b2ff-9c369b896504,Roundabout (to R and L),e182e966-64b2-4aaa-9909-da1aceaed6ba,F,true,,LF,LF,LF,LF,,,"Contra Bota Fogos, Foot Change 5: Promenade Postion to Right Contra Position, Maypole, Natural Basic Movement, Reverse Basic Movement, Round About, Side Basic Movement, Traveling Bota Fogos Forward","Contra Bota Fogos (Roundabout to R followed by LF Contra Bota Fogos, Roundabout to L followed by RF Contra Bota Fogos), Round About (Roundabout to R followed by Roundabout to L, Roundabout to L followed by Roundabout to R)"
b0d0d656-4ba8-4bb0-8f5b-c1da99dd5ebc,Open Impetus Turn,e5893ef5-b115-4685-bf38-04ead55743a3,H,true,,,,,,,,,
8d7f5ba6-45be-49d4-98a9-e8297063153f,Chasse from Promenade Position,e5893ef5-b115-4685-bf38-04ead55743a3,H,true,,,,,,,,"Back Whisk, Basic Weave, Contra Check, Fallaway Whisk, Open Impetus, Open Telemark, Outside Change, Turning Lock, Turning Lock to R, Weave From Promenade Position, Whisk","Natural Spin Turn, Natural Turn, Hesitation Change, Closed Wing"
a84f4057-96cd-46d4-bdcd-6044dd41ea37,Weave from PP (after Open Impetus Turn),e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,"Back Whisk, Contra Check, Fallaway Whisk, Open Impetus, Open Telemark, Outside Change, Turning Lock, Turning Lock to R, Whisk","Natural Spin Turn, Natural Turn, Wing (when ended in PP), Left Whisk (when ended in PP), Chasse From Promenade Position (when ended in PP), Closed Wing, Cross Hesitation (when ended in PP)"
8b897c4b-b8d7-4590-a337-5322f0247444,RF Closed Change,e5893ef5-b115-4685-bf38-04ead55743a3,H,true,,,,,,,,,
a31a5526-599f-456b-a87a-4aa42aff3b14,Weave in Waltz Time,e5893ef5-b115-4685-bf38-04ead55743a3,H,true,,,,,,,,,
03a1f09f-d59d-4096-95f4-0b8f27f6dbaf,Wing Following Open Impetus Turn,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,"",""
de370b18-f0c6-4ae8-a0e9-9e1a66be0b60,Cross Hesitation after Open Impetus Turn,e5893ef5-b115-4685-bf38-04ead55743a3,H,true,,,,,,,,"Back Lock, Drag Hesitation, Left Whisk, Natural Turn, Progressive Chasse To R, Reverse Corte","Chasse From Promenade Position, Weave From Promenade Position, Cross Hesitation, Wing, Left Whisk"
bf824d93-accf-4a52-8eb0-105fc507853a,Fallaway Natural Turn,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
a8044017-a36c-40c6-ae88-dfa51b04412d,Forward Lock Step,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
468b3f13-6107-43ef-b20f-066e47b72170,Passing Natural Turn,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
a4b06c96-a1e1-4c1f-999f-131c0e9d1f00,Progressive Chasse,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
28dade8b-3cda-445f-b62a-a67cf5cc45fd,Quick Natural Spin Turn,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
cc293dcb-b342-4850-840b-7214d756cf2a,Quick Natural Weave from PP (Running Weave),e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
d32ef51e-f9f5-4ae9-8657-7abdbe991e8e,Quick Wing,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
8b9daed7-c5d9-49f4-b5c4-95d5d318636f,Running Cross Chasse,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
357dfbd7-f64e-4c5f-9c87-2bc6039656b7,Running Finish,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
b7b06c8a-b56a-4ffc-b6fa-c108f0be58d8,Running Spin Turn,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
8f2cb481-ea15-4d2c-8e18-0b09d251d1a4,Turning Lock to Right,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
c80dae97-7afd-4db5-a3b9-02acf459defc,Underturned Outside Spin,e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
82bd6c4a-26ae-404a-bb75-77495ea2dde4,Weave from PP (after Whisk),e5893ef5-b115-4685-bf38-04ead55743a3,F,true,,,,,,,,,
8be59416-8fb7-444b-958b-fb7e989e1a16,Back Whisk,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
8e74ec23-c765-4f62-85fe-37d3f1bc89fd,Drop (or Tilt) Oversway,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
95d3aac6-3b7c-4581-8d8c-12a2f94292b5,Foxtrot Twist Turn in PP,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
8830c725-25e5-4c81-8cea-3337d17c0d67,Mini Five Step,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
d313cb50-c8ca-4d08-b7ca-4775424265dc,Natural Promenade Turn to Rock Turn,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
aaa541af-c933-460f-947e-60b4718e500e,Open Telemark,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
699a4c9c-a7c5-4486-bd28-e30340095558,Outside Spin,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
878f326e-1ac7-40fa-8af3-7bcec2757b09,Outside Swivel (Turning Left) followed by steps 2 and 3 of Promenade Link (after Open Finish ended DW),b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
c812bfcb-5399-44f7-8ccf-358c77b6baa7,Outside Swivel (Turning Left) followed by steps 2 and 3 of Promenade Link (after Open Promenade),b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
018d1ac0-e0ce-4b0f-93b8-3993207cfc96,Passing Natural Turn,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
492b48ad-c9e2-479e-bcc9-e7b638b1e39b,Reverse Pivot,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
eb4d01a0-3aca-430c-b640-0098d3a5e92f,Rock on Left Foot,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
3efc62b2-f1d5-4b58-8826-98722719c952,Rock on Right Foot,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
117abb57-3ef5-4d97-9903-b2c51ec63c01,Syncopated Reverse Turn,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
50b7e757-50fa-4294-80ae-6b183b80cd08,Whisk,b742edb9-8245-4cfe-85c4-5b73769c17b5,F,true,,,,,,,,,
8f067372-1613-4255-a1ef-22079f064e2c,Closed Changes (forwards and backwards),f9651c07-7068-4fbb-a96a-aa9101399816,H,true,,,,,,,,,
dd638b42-75ef-4f82-89ee-935f7180d065,Check from Reverse Fleckerl to Natural Fleckerl,f9651c07-7068-4fbb-a96a-aa9101399816,F,true,,,,,,,,,
1cb603ac-8343-4dcb-a7c5-7e68ca532af1,Samba Walks in PP Position (RF and LF) (Promenade Samba Walks),e182e966-64b2-4aaa-9909-da1aceaed6ba,H,true,,RF,LF,LF,LF,,,"Bota Fogos To Promenade and Counter Promenade, Criss Cross Bota Fogos (Shadow Bota Fogos), Foot Change 4: Right Shadow Position to Promenade Position, Foot Change 6: R Contra Position to Promenade Position, Maypole, Natural Basic Movement, Reverse Basic Movement, Samba Walk in PP: LF, Shadow Circular Volta with LF, Shadow Traveling Volta commenced with LF, Side Basic Movement, Traveling Bota Fogos Back, Criss Cross Voltas, Natural Basic Movement, Promenade And Counter Promenade Runs, Reverse Basic Movement, Rolling Off The Arm, Samba Walk in PP: RF, Samba Walk: Side, Shadow Circular Volta with RF, Shadow Traveling Volta commenced with RF, Side Basic Movement, Whisk To Right, Bota Fogos To Promenade and Counter Promenade, Foot Change 4: Right Shadow Position to Promenade Position, Foot Change 6: R Contra Position to Promenade Position, Maypole, Natural Basic Movement, Reverse Basic Movement, Samba Walk in PP: LF, Side Basic Movement, Traveling Bota Fogos Back, Argentine Crosses, Criss Cross Bota Fogos (Shadow Bota Fogos), Criss Cross Voltas, Maypole, Natural Basic Movement, Reverse Basic Movement, Samba Walk: Side, Side Basic Movement, Solo Spot Volta to Left (Lady to Right), Solo Spot Volta to Right (Lady to Left), Traveling Volta to Left","Shadow Circular Volta with LF, Shadow Traveling Volta commenced with LF, Samba Walk in PP: LF, Whisk To Left (turn 1/4 R on 1, Lady to L, to face partner), Shadow Circular Volta with RF, Shadow Traveling Volta commenced with RF, Samba Walk in PP: RF, Samba Walk: Side, Bota Fogos To Promenade and Counter Promenade (4-9), Side Samba Walk in Promenade Position, Samba Walk in PP: LF (first step fwd and slightly across), Criss Cross Bota Fogos (Shadow Bota Fogos) (in Open PP, having released hold with R hand), Criss Cross Voltas (in Open PP, having released hold with R hand), Solo Spot Volta to Left (Lady to Right) (in Open PP, having released hold with R hand), Maypole (Man turning L, in Open PP, having released hold with R hand), Foot Change 3: Promenade or Open Promenade to Right Shadow Position (from Open PP to R Shadow Position, after having released hold with R hand), Samba Walk: Stationary (in Closed Position, having turned 1/4 R, Lady L, between 2 and 3), Argentine Crosses (in Closed Position, having turned 1/4 R, Lady L, between 2 and 3), Stationary Samba Walk, Reverse Basic Movement, Whisk To Left, Bota Fogos To Promenade and Counter Promenade, Solo Spot Volta to Left (Lady to Right) (after RF Stationary Walk), Solo Spot Volta to Right (Lady to Left) (after LF Stationary Walk), Argentine Crosses (normal; or commenced with RF, after 1-3 LF StationarySambaWalk), Maypole (Man turning L; or Man turning R, after 1-3 LF Stationary Samba Walk), Natural Basic Movement (after 1-3 LF Stationary Samba Walk), Whisk To Right (after 1-3 LF Stationary Samba Walk), Corta Jaca (after 1-3 LF Stationary Samba Walk), Natural Roll (after 1-3 LF Stationary Samba Walk)"
2e07dc3e-ad07-4373-9d13-8764197b7eb3,Alternative Endings to The Extended Reverse Wave,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
0dd4af5d-8c1d-4720-82d2-fbd60119e874,Back Feather,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
8aa185b7-9bda-446f-b4c5-a09bf4a5e308,Back Whisk,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
c048e8d3-bfe7-4732-a1bb-0ff5fe0545ee,Curved Feather,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
b53d22c9-2e20-4dc1-b849-b543200b5da6,Double Reverse Spin,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
565dc226-13fe-4275-8b29-5229ddbb25a6,Double Top Spin,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
26d557eb-016b-4133-87bc-8feec043c36a,Extended Reverse Wave,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
c5f038bd-3df1-49ef-8a0d-967642a6e09c,Outside Change,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
577812e2-bc79-4085-953e-338d70816207,Outside Spin,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
74b738e4-8ee8-424e-81f3-82ec707e7ea2,Passing Natural Turn (from PP),8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
11bfde2f-a2bf-4872-b654-9ccebe9f4692,Tipple Chasse,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
97e8f20c-d30b-4656-a4a6-a76ad147cfc4,Weave (after 1-4 Reverse Wave),8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
0d934247-2e5e-4a3e-8da1-0024d48d090f,Whisk,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,,
e96184d5-8ab8-4c05-bef7-e28029ab859b,Quick Open Reverse,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,LF,RF,RF,LF,,,"",""
28cf7391-e98b-4797-bdc6-43b6b42aca48,Quick Natural Weave,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,RF,RF,LF,LF,,,"",""
90f9989c-10ea-4187-a7a3-e27a7e9447e1,Reverse Pivot,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,,,,,,,"",""
a5c50dfe-c66b-4794-a66e-be35ba3121a1,Curved Three Step,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,LF,LF,RF,RF,,,"",""
abd4d323-6d7b-42c2-85a5-1bf91dbd46c6,Telemark (Closed),8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,LF,RF,RF,LF,,,"Closed Impetus and Feather Finish, Feather Step, Hover Cross, Hover Feather, Natural Hover Telemark, Natural Telemark, Natural Twist Turn, Natural Zig-Zag from PP, Open Telemark, Natural Turn, Outside Swivel and Feather Ending, Top Spin","Feather Step (Taking step 1 in CBMP, OP), Natural Turn, Natural Weave, Natural Telemark, Hover Cross (at corner), Natural Twist Turn, Curved Feather to Back Feather, Natural Hover Telemark"
fa749a60-34b0-4825-bd62-d5bdbed4d824,Quarter Turn to Left (Heel Pivot),ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,,,,,,,,
36a37bc1-47c8-44c1-8344-f2bc920a37f2,Fallaway Reverse Slip Pivot,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,LF,LF,RF,LF,,,"Basic Weave, Bounce Fallaway with Weave Ending, Closed Impetus and Feather Finish, Fallaway Reverse and Slip Pivot, Feather Step, Hover Cross, Hover Feather, Natural Hover Telemark, Natural Telemark, Natural Twist Turn, Natural Weave, Natural Zig-Zag from PP, Open Telemark and Feather Ending, Open Telemark, Natural Turn, Outside Swivel and Feather Ending, Reverse Turn, Top Spin, Weave from PP","Change Of Direction, Hover Telemark, Reverse Wave, Fallaway Reverse and Slip Pivot, Basic Weave (At corner), Open Telemark and Feather Ending (At corner)"
3b56f009-4af8-4651-aa03-59c0ec7cf71f,Impetus Turn (Open),8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,LF,RF,RF,LF,,,"Curved Feather to Back Feather, Natural Turn, Natural Twist Turn, Reverse Wave","Feather Step, Weave from PP, Natural Weave (Natural Weave from PP), Natural Zig-Zag from PP, Curved Feather to Back Feather (starting in PP)"
69e36420-3f6c-4903-803d-45a27538350a,Open Telemark Feather Ending,8a31b785-c726-4b8b-9fe6-b4c538b7f890,F,true,,LF,LF,RF,RF,,,"Closed Impetus and Feather Finish, Fallaway Reverse and Slip Pivot, Feather Step, Hover Cross, Hover Feather, Natural Hover Telemark, Natural Telemark, Natural Twist Turn, Natural Zig-Zag from PP, Open Telemark, Natural Turn, Outside Swivel and Feather Ending, Top Spin","Three Step, Change Of Direction, Basic Weave (1-4 Reverse Turn to end BDW, check, and Basic Weave), Reverse Turn (1-4 Reverse Turn to end BLOD near corner, check and Basic Weave turning 1/8, 1/8, 3/8; or 1/4, 1/8, 3/4; to end DW of new LOD), Hover Telemark, Reverse Wave, Top Spin (check back after step 6), Outside Swivel (check back after step 6), Fallaway Reverse and Slip Pivot (at corner)"
0586d1e3-9711-407b-b583-ca933fb99d57,Natural Turn Back Lock Running Finish,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,,,,,,,,
57ad04d7-4831-4d9c-8827-00e0d7041480,Zig-Zag Back Lock Running Finish,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,LF,RF,RF,LF,,,"Double Reverse Spin, Heel Pivot (Quarter Turn To Left), Natural Turn, Reverse Pivot","Natural Turn And Back Lock, Natural Pivot Turn, Natural Spin Turn, Natural Turn With Hesitation, Natural Turn, Forward Lock, Quick Open Reverse"
99dd13b9-9718-41ad-8744-494f563623b3,Tipple Chasse to Right (after step 4 of a Back Lock) (along side of room),ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,,,,,,,,
98c9cfe5-026f-4b16-873d-e315e739cc75,Underturned Tipple Chasse to Right,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,H,true,,,,,,,,,
9ba654ec-a6de-4276-b4ce-c2973ae7a1f0,Back Whisk,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
f5899d47-f400-4fa2-b663-b7ea41a003c5,Curved Feather,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
ce25ddfd-01be-45e4-b1fc-c484bfe8cd4b,Fallaway Reverse and Slip Pivot,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
351079bb-d519-4882-96e9-8f76b447f7d3,Open Impetus,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
df34be32-a394-4d9c-9e7e-44d75eed6311,Open Telemark,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
40f4d1f9-33e9-40eb-bde3-e554c5191c77,Outside Change,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
6604a93d-5493-4e5a-b2a7-b12782bb6718,Outside Spin,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
6cf94305-c0f2-4fad-931f-a45e99e2afc6,Running Cross Chasse,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
be07d648-7e1f-45ab-be1b-e93cd23c1b53,Tipple Chasse to the Left,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
3d1f47e4-00a8-454b-8305-dfdbe3835061,Tipsy Followed by 2-4 of Forward Lock Step,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
ac661c32-c091-4c89-b6c7-bd208989d5d6,Tipsy to L,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
f66ef9c1-fd90-4a55-bc66-294723595ec3,Tipsy to R,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
fb7d4f1d-bc43-4bb5-9fb4-ba25ca6150d7,Turning Lock to Right,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
bc91249e-207b-4f2d-92de-a8b57843e652,Whisk,ac9286d6-5c7f-4ba2-9157-39c1e78801a3,F,true,,,,,,,,,
3bc3294a-e3a1-46e0-9337-bdb23693137b,Reverse Fleckerl,f9651c07-7068-4fbb-a96a-aa9101399816,F,true,,,,,,,,"Reverse Fleckerl, Reverse Turn","Contra Check, Reverse Turn, Reverse Fleckerl (normal; or 1-3 Reverse Fleckerl, 4-6 Reverse Turn)"
3da97eb9-80a6-49e6-815a-2c5c81f1cade,Criss Cross Voltas (Travelling Voltas to R and L),e182e966-64b2-4aaa-9909-da1aceaed6ba,H,true,,,,,,Open Promenade Position,"","Criss Cross Bota Fogos (Shadow Bota Fogos), Foot Change 7: R Contra Position to Open Counter Promenade Position, Maypole, Natural Basic Movement, Reverse Basic Movement, Samba Locks, Samba Walk: Side, Side Basic Movement","Reverse Basic Movement, Whisk To Left, Samba Walk: Stationary, Bota Fogos To Promenade and Counter Promenade, Argentine Crosses, Criss Cross Bota Fogos (Shadow Bota Fogos) (when ending in Open PP; or 4-6, when ending in Open CPP), Maypole (Man turning L, when ending in Open PP; or Man turning R, when ending in Open CPP), Foot Change 3: Promenade or Open Promenade to Right Shadow Position (when ending in Open PP), Samba Locks (when ending in Open CPP), Samba Walk in PP: LF (2 Samba Walks in RSP commenced with LF, Lady RF, then Rolling off the Arm, when ending in R Side Position), Rolling Off The Arm (when ending in R Side Position with Double Hand Hold)"
46a16ee1-87d5-4d20-9340-b1ccc99f7cb5,Foot Changes,69d18fcf-92da-4748-b4b2-e532d8e8d89d,F,true,,,,,,,,"",""
e6bd3b84-25df-463d-8c67-df2e7a01396e,Cruzado Walks and Locks (in Shadow Position),e182e966-64b2-4aaa-9909-da1aceaed6ba,F,true,,LF,RF,,,,,"Foot Change 1: Closed Position to Right Shadow Position, Foot Change 8: Right Side Position to Right Shadow Position, Maypole, Natural Basic Movement, Reverse Basic Movement, Shadow Circular Volta with LF, Shadow Circular Volta with RF, Shadow Traveling Volta commenced with LF, Shadow Traveling Volta commenced with RF, Side Basic Movement","Shadow Circular Volta with LF (when ended with weight on RF), Shadow Circular Volta with RF (when ended with weight on LF), Shadow Traveling Volta commenced with LF (When Cruzado Walks or Locks end with weight on RF), Shadow Traveling Volta commenced with RF (When Cruzado Walks or Locks end with weight on LF), Foot Change 2: Right Shadow Position To Closed Position, Foot Change 4: Right Shadow Position to Promenade Position"
94c0dd46-6ae3-4fab-b228-f87edb36b88e,Spot Turns to L or R (Including Switch and Underarm Turns) Developments,69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,LF,LF,LF,RF,,,"",""
8df6f455-9243-404a-a044-ba1881a64c5b,Close Hip Twist Spiral,69d18fcf-92da-4748-b4b2-e532d8e8d89d,F,true,,LF,RF,RF,LF,,,"Alemana, Follow My Leader, Natural Top, Open Hip Twist, Rope Spinning","New York LSP, Spot or Switch Turn To R (Lady to L), Underarm Turn to L, Three Cha Cha Chas Forward (step 4-9 in LSP), Cuban Break LF, Split Cuban Break LF"
657cff0b-fbf5-42db-b14e-e750f3b7796c,Side Samba walk,e182e966-64b2-4aaa-9909-da1aceaed6ba,H,true,,,,,,,,,
bf7e3678-72de-4100-8363-875879b28d32,Stationary Samba Walk,e182e966-64b2-4aaa-9909-da1aceaed6ba,H,true,,,,,,,,,
f7e015f1-7c04-49d0-880a-3b694ee44e30,Travelling Bota Fogos Forward in Right Shadow Position,e182e966-64b2-4aaa-9909-da1aceaed6ba,H,true,,,,,,,,,
fe72e72c-463f-43cf-853e-d9205728ed73,Carioca Runs,e182e966-64b2-4aaa-9909-da1aceaed6ba,F,true,,,,,,,,,
bc7f5305-2e97-4a01-ab91-4913c7c7a00e,Closed Volta,e182e966-64b2-4aaa-9909-da1aceaed6ba,F,true,,,,,,,,,
348f0596-7355-4670-b65b-6c9a0a8af67c,Drag,e182e966-64b2-4aaa-9909-da1aceaed6ba,F,true,,,,,,,,,
71084ae0-ce69-4d0a-8dd6-5de864da42ab,Samba Walks in Right Shadow Position,e182e966-64b2-4aaa-9909-da1aceaed6ba,F,true,,,,,,,,,
4b8cfe4b-8b97-4a38-a313-c4c391975358,Side Samba Chasse,e182e966-64b2-4aaa-9909-da1aceaed6ba,F,true,,,,,,,,,
b67b2ce1-721e-46a6-a783-95a64b5821f7,Simple Volta to R or L,e182e966-64b2-4aaa-9909-da1aceaed6ba,F,true,,,,,,,,,
93f9555f-1215-44e9-87bf-068756520ec6,Alemana Development (R to R Hand Hold),69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,,,,,,,,
a9cf1c2f-3f4f-4c8a-8937-4c318fe184d8,Closed Basic (Closed Basic Movement),69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,,,,,,,,
ef281070-0516-41fd-ab76-6511b890ed97,Cuban Rocks,69d18fcf-92da-4748-b4b2-e532d8e8d89d,H,true,,,,,,,,,
